Data;Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
2025-04-14;19:45;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-14;20:20;Goteborg;WIZZ AIR;W6 1735;;"GDN"
2025-04-14;20:30;Helsinki;FINNAIR;AY 1174;;"GDN"
2025-04-14;21:35;Oslo gardermoen;Norwegian;DY 1055;;"GDN"
2025-04-14;22:50;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-15;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-15;05:45;Leeds;WIZZ AIR;W6 1615;;"GDN"
2025-04-15;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-15;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-15;06:00;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-15;06:10;Dublin;RYANAIR;FR 1909;;"GDN"
2025-04-15;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-15;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-15;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-15;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-15;06:35;Londyn stansted;RYANAIR;FR 544;;"GDN"
2025-04-15;06:40;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-15;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-15;06:55;Lublin;RYANAIR;FR 6111;;"GDN"
2025-04-15;07:00;Ryga;RYANAIR;FR 6370;;"GDN"
2025-04-15;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-15;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-15;07:40;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-15;08:45;Alicante;RYANAIR;FR 1425;;"GDN"
2025-04-15;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-15;09:35;Rzym ciampino;RYANAIR;FR 9922;;"GDN"
2025-04-15;09:55;Bristol;RYANAIR;FR 8255;;"GDN"
2025-04-15;10:05;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-15;10:10;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-15;10:15;Podgorica;RYANAIR;FR 1936;;"GDN"
2025-04-15;10:35;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-15;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-15;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-15;12:00;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-15;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-15;12:10;Alesund vigra;WIZZ AIR;W6 1765;;"GDN"
2025-04-15;12:15;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-15;12:15;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-15;12:50;Piza;RYANAIR;FR 4442;;"GDN"
2025-04-15;13:00;Teneryfa południe;WIZZ AIR;W6 1709;;"GDN"
2025-04-15;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-15;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-15;14:30;Newcastle;RYANAIR;FR 6103;;"GDN"
2025-04-15;14:30;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-15;14:40;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-15;14:50;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-15;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-15;15:00;Bratysława;RYANAIR;FR 6827;;"GDN"
2025-04-15;15:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-15;15:40;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-15;15:55;Växjö-smaland;RYANAIR;FR 7271;;"GDN"
2025-04-15;16:05;Korfu;RYANAIR;FR 7574;;"GDN"
2025-04-15;16:30;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-15;17:05;Tromso;WIZZ AIR;W6 1771;;"GDN"
2025-04-15;17:15;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-15;18:15;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-15;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-15;18:25;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-15;18:25;Barcelona el prat;WIZZ AIR;W6 1705;;"GDN"
2025-04-15;18:50;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-15;18:55;Alicante;WIZZ AIR;W6 1707;;"GDN"
2025-04-15;19:15;Malaga;RYANAIR;FR 9918;;"GDN"
2025-04-15;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-15;19:20;Mediolan malpensa;WIZZ AIR;W6 1713;;"GDN"
2025-04-15;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-15;19:55;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-15;20:40;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-15;21:25;Warszawa;LOT;LO3826;;"GDN"
2025-04-15;22:15;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-15;22:15;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-15;23:25;Manchester;;RK 4095;;"GDN"
2025-04-15;23:35;Sztokholm arlanda;RYANAIR;FR 6099;;"GDN"
2025-04-16;01:40;Hurghada;;ENT4037;;"GDN"
2025-04-16;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-16;05:45;Barcelona el prat;RYANAIR;FR 334;;"GDN"
2025-04-16;05:45;Londyn stansted;RYANAIR;FR 544;;"GDN"
2025-04-16;05:45;Cork;RYANAIR;FR 8782;;"GDN"
2025-04-16;05:45;Liverpool;WIZZ AIR;W6 1611;;"GDN"
2025-04-16;05:45;Piza;RYANAIR;FR 4442;;"GDN"
2025-04-16;05:50;Alicante;RYANAIR;FR 1425;;"GDN"
2025-04-16;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-16;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-16;06:00;Oslo torp;WIZZ AIR;W6 1743;;"GDN"
2025-04-16;06:00;Mediolan malpensa;WIZZ AIR;W6 1713;;"GDN"
2025-04-16;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-16;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-16;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-16;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-16;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-16;06:45;Belfast;RYANAIR;FR 9608;;"GDN"
2025-04-16;07:10;Aberdeen;WIZZ AIR;W6 1617;;"GDN"
2025-04-16;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-16;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-16;07:20;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-16;07:35;Manchester;RYANAIR;FR 4095;;"GDN"
2025-04-16;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-16;08:50;Bratysława;RYANAIR;FR 6827;;"GDN"
2025-04-16;09:35;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-16;09:40;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-16;10:00;Paryż beauvais;WIZZ AIR;W6 1631;;"GDN"
2025-04-16;10:05;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-16;10:05;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-16;10:15;Londyn stansted;;RK 544;;"GDN"
2025-04-16;10:20;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-16;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-16;11:25;Malta;RYANAIR;FR 5208;;"GDN"
2025-04-16;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-16;11:50;Newcastle;RYANAIR;FR 6103;;"GDN"
2025-04-16;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-16;12:00;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-16;12:05;Budapeszt;WIZZ AIR;W6 411;;"GDN"
2025-04-16;12:10;Alesund vigra;WIZZ AIR;W6 1765;;"GDN"
2025-04-16;12:25;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-16;12:30;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-16;12:45;Malaga;RYANAIR;FR 9918;;"GDN"
2025-04-16;13:00;Sztokholm arlanda;WIZZ AIR;W6 1733;;"GDN"
2025-04-16;13:05;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-16;13:05;Dublin;RYANAIR;FR 1909;;"GDN"
2025-04-16;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-16;13:10;Wenecja treviso;RYANAIR;FR 1969;;"GDN"
2025-04-16;13:20;Hurghada;;ENT7705;;"GDN"
2025-04-16;13:35;Aarhus;RYANAIR;FR 4970;;"GDN"
2025-04-16;13:35;Dusseldorf;EUROWINGS;EW 9737;;"GDN"
2025-04-16;13:35;Madera;WIZZ AIR;W6 1715;;"GDN"
2025-04-16;13:45;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-16;13:45;Hurghada;;U55821;;"GDN"
2025-04-16;13:55;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-16;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-16;14:25;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-16;14:30;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-16;14:30;Hurghada;;QU 5821;;"GDN"
2025-04-16;14:35;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-16;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-16;14:50;Zurych;;LX 1381;;"GDN"
2025-04-16;15:40;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-16;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-16;16:15;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-16;16:40;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-16;16:40;Malaga;WIZZ AIR;W6 1613;;"GDN"
2025-04-16;16:45;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-16;16:50;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-16;16:50;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-16;16:55;Monachium;LUFTHANSA;LH 1645;;"GDN"
2025-04-16;17:00;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-16;17:20;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-16;18:10;Larnaka;WIZZ AIR;W6 1791;;"GDN"
2025-04-16;18:15;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-16;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-16;18:25;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-16;18:45;Ryga;RYANAIR;FR 6370;;"GDN"
2025-04-16;18:50;Antalia;;ENT4573;;"GDN"
2025-04-16;19:05;Rzym fiumicino;WIZZ AIR;W6 1699;;"GDN"
2025-04-16;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-16;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-16;20:20;Goteborg;WIZZ AIR;W6 1735;;"GDN"
2025-04-16;20:30;Helsinki;FINNAIR;AY 1174;;"GDN"
2025-04-16;21:25;Warszawa;LOT;LO3826;;"GDN"
2025-04-16;22:00;Oslo gardermoen;Norwegian;DY 1055;;"GDN"
2025-04-16;22:40;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-16;22:50;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-16;23:00;Zadar;RYANAIR;FR 8677;;"GDN"
2025-04-17;01:40;Hurghada;;ENT4037;;"GDN"
2025-04-17;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-17;05:45;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-17;05:45;Piza;RYANAIR;FR 4442;;"GDN"
2025-04-17;05:45;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-17;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-17;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-17;06:00;Mediolan malpensa;WIZZ AIR;W6 1713;;"GDN"
2025-04-17;06:05;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-17;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-17;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-17;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-17;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-17;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-17;06:45;Belfast;RYANAIR;FR 9608;;"GDN"
2025-04-17;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-17;07:20;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-17;07:25;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-17;07:40;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-17;08:00;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-17;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-17;08:50;Bratysława;RYANAIR;FR 6827;;"GDN"
2025-04-17;09:40;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-17;09:40;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-17;10:05;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-17;10:05;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-17;10:15;Londyn stansted;;RK 544;;"GDN"
2025-04-17;10:20;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-17;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-17;11:30;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-17;11:50;Newcastle;RYANAIR;FR 6103;;"GDN"
2025-04-17;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-17;12:00;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-17;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-17;12:10;Alesund vigra;WIZZ AIR;W6 1765;;"GDN"
2025-04-17;13:05;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-17;13:05;Dublin;RYANAIR;FR 1909;;"GDN"
2025-04-17;13:10;Wenecja treviso;RYANAIR;FR 1969;;"GDN"
2025-04-17;13:10;Aarhus;RYANAIR;FR 4970;;"GDN"
2025-04-17;13:15;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-17;13:20;Hurghada;;ENT7705;;"GDN"
2025-04-17;13:25;Malaga;RYANAIR;FR 9918;;"GDN"
2025-04-17;13:35;Dusseldorf;EUROWINGS;EW 9737;;"GDN"
2025-04-17;13:35;Madera;WIZZ AIR;W6 1715;;"GDN"
2025-04-17;13:45;Hurghada;;U55821;;"GDN"
2025-04-17;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-17;14:30;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-17;14:30;Hurghada;;QU 5821;;"GDN"
2025-04-17;14:35;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-17;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-17;15:10;Alicante;RYANAIR;FR 1425;;"GDN"
2025-04-17;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-17;16:45;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-17;16:50;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-17;17:15;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-17;18:00;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-17;18:15;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-17;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-17;18:30;Barcelona el prat;WIZZ AIR;W6 1705;;"GDN"
2025-04-17;18:55;Alicante;WIZZ AIR;W6 1707;;"GDN"
2025-04-17;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-17;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-17;20:10;Pafos;RYANAIR;FR 3553;;"GDN"
2025-04-17;20:10;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-17;20:20;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-17;20:45;Antalia;;ENT4711;;"GDN"
2025-04-17;21:20;Brize norton ab;;RRR2207;;"GDN"
2025-04-17;21:20;Brize norton ab;;RRR2206;;"GDN"
2025-04-17;21:25;Warszawa;LOT;LO3826;;"GDN"
2025-04-17;21:45;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-17;21:50;Oslo gardermoen;Norwegian;DY 1055;;"GDN"
2025-04-17;22:10;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-17;22:40;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-17;23:00;Manchester;RYANAIR;FR 4095;;"GDN"
2025-04-18;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-18;05:45;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-18;05:45;Cork;RYANAIR;FR 8782;;"GDN"
2025-04-18;05:45;Liverpool;WIZZ AIR;W6 1611;;"GDN"
2025-04-18;05:45;Londyn stansted;RYANAIR;FR 544;;"GDN"
2025-04-18;05:45;Lublin;RYANAIR;FR 6111;;"GDN"
2025-04-18;05:45;Leeds;WIZZ AIR;W6 1615;;"GDN"
2025-04-18;05:50;Barcelona el prat;RYANAIR;FR 334;;"GDN"
2025-04-18;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-18;06:00;Oslo torp;WIZZ AIR;W6 1743;;"GDN"
2025-04-18;06:00;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-18;06:05;Bergen;WIZZ AIR;W6 1757;;"GDN"
2025-04-18;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-18;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-18;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-18;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-18;06:40;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-18;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-18;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-18;07:20;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-18;08:05;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-18;08:30;Skelleftea;RYANAIR;FR 8588;;"GDN"
2025-04-18;08:40;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-18;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-18;08:45;Dusseldorf;EUROWINGS;EW 9737;;"GDN"
2025-04-18;09:00;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-18;09:05;Oslo gardermoen;Norwegian;DY 1051;;"GDN"
2025-04-18;09:10;Aarhus;RYANAIR;FR 4970;;"GDN"
2025-04-18;09:15;Zadar;RYANAIR;FR 8677;;"GDN"
2025-04-18;09:25;Zurych;;LX 1381;;"GDN"
2025-04-18;09:35;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-18;10:05;Paryż beauvais;WIZZ AIR;W6 1631;;"GDN"
2025-04-18;10:20;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-18;10:20;Alesund vigra;WIZZ AIR;W6 1765;;"GDN"
2025-04-18;10:55;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-18;10:55;Piza;RYANAIR;FR 4442;;"GDN"
2025-04-18;11:05;Växjö-smaland;RYANAIR;FR 7271;;"GDN"
2025-04-18;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-18;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-18;11:50;Antalia;;ENT4335;;"GDN"
2025-04-18;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-18;12:10;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-18;12:25;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-18;12:50;Bergen;Norwegian;DY 1031;;"GDN"
2025-04-18;12:50;Neapol;RYANAIR;FR 1896;;"GDN"
2025-04-18;13:00;Teneryfa południe;WIZZ AIR;W6 1709;;"GDN"
2025-04-18;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-18;13:15;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-18;13:20;Kopenhaga;RYANAIR;FR 6853;;"GDN"
2025-04-18;13:35;Brindisi;RYANAIR;FR 3521;;"GDN"
2025-04-18;13:35;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-18;14:15;Marsa alam;;ENT7843;;"GDN"
2025-04-18;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-18;14:25;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-18;14:25;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-18;14:25;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-18;14:35;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-18;14:40;Podgorica;RYANAIR;FR 1936;;"GDN"
2025-04-18;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-18;15:00;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-18;15:10;Antalia;;ENT7935;;"GDN"
2025-04-18;15:30;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-18;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-18;16:30;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-18;16:35;Marsa alam;;U57843;;"GDN"
2025-04-18;16:40;Malaga;WIZZ AIR;W6 1613;;"GDN"
2025-04-18;16:40;Malaga;RYANAIR;FR 9918;;"GDN"
2025-04-18;16:55;Monachium;LUFTHANSA;LH 1645;;"GDN"
2025-04-18;17:05;Alicante;RYANAIR;FR 1425;;"GDN"
2025-04-18;17:05;Tromso;WIZZ AIR;W6 1771;;"GDN"
2025-04-18;17:10;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-18;17:50;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-18;18:00;Malta;RYANAIR;FR 5208;;"GDN"
2025-04-18;18:00;Aberdeen;WIZZ AIR;W6 1617;;"GDN"
2025-04-18;18:10;Larnaka;WIZZ AIR;W6 1791;;"GDN"
2025-04-18;18:15;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-18;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-18;18:40;Rzym ciampino;RYANAIR;FR 9922;;"GDN"
2025-04-18;19:05;Rzym fiumicino;WIZZ AIR;W6 1699;;"GDN"
2025-04-18;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-18;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-18;19:50;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-18;20:20;Goteborg;WIZZ AIR;W6 1735;;"GDN"
2025-04-18;20:25;Londyn stansted;RYANAIR;FR 592;;"GDN"
2025-04-18;20:30;Helsinki;FINNAIR;AY 1174;;"GDN"
2025-04-18;21:40;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-18;22:25;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-18;23:10;Dublin;RYANAIR;FR 1909;;"GDN"
2025-04-18;23:55;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-19;00:30;Marsa alam;;ENT4285;;"GDN"
2025-04-19;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-19;05:45;Londyn stansted;RYANAIR;FR 544;;"GDN"
2025-04-19;05:45;Lublin;RYANAIR;FR 6111;;"GDN"
2025-04-19;05:45;Leeds;WIZZ AIR;W6 1615;;"GDN"
2025-04-19;05:45;Cork;RYANAIR;FR 8782;;"GDN"
2025-04-19;05:50;Neapol;RYANAIR;FR 1896;;"GDN"
2025-04-19;05:55;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-19;05:55;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-19;06:00;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-19;06:05;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-19;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-19;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-19;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-19;06:25;Malta;RYANAIR;FR 5208;;"GDN"
2025-04-19;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-19;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-19;07:10;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-19;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-19;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-19;07:30;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-19;07:30;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-19;08:45;Dusseldorf;EUROWINGS;EW 9737;;"GDN"
2025-04-19;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-19;09:05;Oslo gardermoen;Norwegian;DY 1051;;"GDN"
2025-04-19;09:10;Aarhus;RYANAIR;FR 4970;;"GDN"
2025-04-19;09:40;Barcelona el prat;RYANAIR;FR 334;;"GDN"
2025-04-19;09:40;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-19;10:00;Oslo torp;WIZZ AIR;W6 1743;;"GDN"
2025-04-19;10:20;Alesund vigra;WIZZ AIR;W6 1765;;"GDN"
2025-04-19;10:20;Brindisi;RYANAIR;FR 3521;;"GDN"
2025-04-19;10:55;Piza;RYANAIR;FR 4442;;"GDN"
2025-04-19;11:05;Växjö-smaland;RYANAIR;FR 7271;;"GDN"
2025-04-19;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-19;11:40;Madera;WIZZ AIR;W6 1715;;"GDN"
2025-04-19;11:50;Antalia;;ENT4335;;"GDN"
2025-04-19;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-19;12:00;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-19;12:00;Newcastle;RYANAIR;FR 6103;;"GDN"
2025-04-19;12:10;Warszawa;LOT;LO3836;;"GDN"
2025-04-19;12:10;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-19;12:10;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-19;12:25;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-19;12:25;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-19;13:00;Teneryfa południe;WIZZ AIR;W6 1709;;"GDN"
2025-04-19;13:00;Antalia;;ENT4555;;"GDN"
2025-04-19;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-19;14:15;Marsa alam;;ENT7843;;"GDN"
