Data;Czas;Kierunek;Przewoznik;Rejs;Status;;Lotnisko wylotowe
2025-04-16;11:20;DUBLIN;;FR 1924;0;;"WMI"
2025-04-16;11:30;CHANIA;;FR 7194;0;;"WMI"
2025-04-16;12:45;RZYM CIAMPINO;;FR 7026;0;;"WMI"
2025-04-16;17:00;MADRYT;;FR 1063;0;;"WMI"
2025-04-16;17:05;MALTA;;FR 9259;0;;"WMI"
2025-04-16;18:05;BRUKSELA CHARLEROI;;FR 628;0;;"WMI"
2025-04-16;18:15;KOPENHAGA;;FR 9750;0;;"WMI"
2025-04-16;19:35;MALAGA;;FR 4060;0;;"WMI"
2025-04-17;06:45;TENERYFA;;FR 6121;0;;"WMI"
2025-04-17;06:45;BARCELONA;;FR 6945;0;;"WMI"
2025-04-17;07:25;LONDYN STANSTED;;FR 2282;0;;"WMI"
2025-04-17;13:00;EINDHOVEN;;FR 4022;0;;"WMI"
2025-04-17;14:10;NEAPOL;;FR 4553;0;;"WMI"
2025-04-17;16:40;RODOS;;FR 7492;0;;"WMI"
2025-04-17;19:00;DUBLIN;;FR 1924;0;;"WMI"
2025-04-17;19:45;TIRANA;;FR 8414;0;;"WMI"
2025-04-17;20:20;BOLONIA;;FR 1942;0;;"WMI"
2025-04-18;06:05;DUBLIN;;FR 4544;0;;"WMI"
2025-04-18;06:40;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-18;07:15;MALTA;;FR 9259;0;;"WMI"
2025-04-18;09:45;ALICANTE;;FR 1001;0;;"WMI"
2025-04-18;11:05;HELSINKI;;FR 9318;0;;"WMI"
2025-04-18;12:25;LIZBONA;;FR 2263;0;;"WMI"
2025-04-18;12:40;SZTOKHOLM ARLANDA;;FR 1944;0;;"WMI"
2025-04-18;13:20;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-18;13:40;PARYŻ BEAUVAIS;;FR 1888;0;;"WMI"
2025-04-18;14:55;RZYM CIAMPINO;;FR 7026;0;;"WMI"
2025-04-18;15:50;BRUKSELA CHARLEROI;;FR 628;0;;"WMI"
2025-04-18;16:05;LONDYN STANSTED;;FR 1835;0;;"WMI"
2025-04-18;19:00;SALONIKI;;FR 4389;0;;"WMI"
2025-04-18;20:15;ZEMUNIK-ZADAR;;FR 5750;0;;"WMI"
2025-04-18;20:20;BOLONIA;;FR 1942;0;;"WMI"
2025-04-18;20:50;MEDIOLAN BERGAMO;;FR 1904;0;;"WMI"
2025-04-18;22:30;EDYNBURG;;FR 4525;0;;"WMI"
2025-04-19;05:45;CATANIA;;FR 5440;0;;"WMI"
2025-04-19;05:50;BURGAS;;FR 3371;0;;"WMI"
2025-04-19;06:05;DUBLIN;;FR 4544;0;;"WMI"
2025-04-19;06:40;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-19;06:55;TIRANA;;FR 8414;0;;"WMI"
2025-04-19;07:00;PAPHOS;;FR 4177;0;;"WMI"
2025-04-19;07:15;MALTA;;FR 9259;0;;"WMI"
2025-04-19;08:40;MADRYT;;FR 1063;0;;"WMI"
2025-04-19;09:05;KOPENHAGA;;FR 9750;0;;"WMI"
2025-04-19;09:45;ALICANTE;;FR 1001;0;;"WMI"
2025-04-19;09:55;LONDYN STANSTED;;RK 1835;0;;"WMI"
2025-04-19;10:10;BOLONIA;;FR 1942;0;;"WMI"
2025-04-19;11:00;WENECJA TREVISO;;FR 1460;0;;"WMI"
2025-04-19;11:05;HELSINKI;;FR 9318;0;;"WMI"
2025-04-19;12:00;BARI;;FR 4237;0;;"WMI"
2025-04-19;12:25;LIZBONA;;FR 2263;0;;"WMI"
2025-04-19;12:40;SZTOKHOLM ARLANDA;;FR 1944;0;;"WMI"
2025-04-19;12:40;MEDIOLAN BERGAMO;;FR 1904;0;;"WMI"
2025-04-19;13:20;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-19;13:40;PARYŻ BEAUVAIS;;FR 1888;0;;"WMI"
2025-04-19;14:10;DUBLIN;;FR 1924;0;;"WMI"
2025-04-19;14:40;CHANIA;;FR 7194;0;;"WMI"
2025-04-19;14:55;RZYM CIAMPINO;;FR 7026;0;;"WMI"
2025-04-19;15:30;KORFU;;FR 1697;0;;"WMI"
2025-04-19;15:50;BRUKSELA CHARLEROI;;FR 628;0;;"WMI"
2025-04-19;16:05;LONDYN STANSTED;;FR 1835;0;;"WMI"
2025-04-19;16:10;PORTO;;FR 4533;0;;"WMI"
2025-04-19;17:05;PALMA DE MALLORCA;;FR 4387;0;;"WMI"
2025-04-19;17:30;BARCELONA;;FR 6945;0;;"WMI"
2025-04-19;19:00;SALONIKI;;FR 4389;0;;"WMI"
2025-04-19;19:35;MALAGA;;FR 4060;0;;"WMI"
2025-04-19;21:10;ZEMUNIK-ZADAR;;FR 5750;0;;"WMI"
2025-04-19;22:30;EDYNBURG;;FR 4525;0;;"WMI"
2025-04-20;05:45;CATANIA;;FR 5440;0;;"WMI"
2025-04-20;05:45;RODOS;;FR 7492;0;;"WMI"
2025-04-20;05:50;BURGAS;;FR 3371;0;;"WMI"
2025-04-20;06:25;BRUKSELA CHARLEROI;;FR 628;0;;"WMI"
2025-04-20;06:45;HELSINKI;;FR 9318;0;;"WMI"
2025-04-20;06:50;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-20;06:55;TIRANA;;FR 8414;0;;"WMI"
2025-04-20;07:00;PAPHOS;;FR 4177;0;;"WMI"
2025-04-20;07:05;LONDYN STANSTED;;FR 2282;0;;"WMI"
2025-04-20;08:40;MADRYT;;FR 1063;0;;"WMI"
2025-04-20;09:05;KOPENHAGA;;FR 9750;0;;"WMI"
2025-04-20;09:55;LONDYN STANSTED;;RK 1835;0;;"WMI"
2025-04-20;10:10;BOLONIA;;FR 1942;0;;"WMI"
2025-04-20;11:00;WENECJA TREVISO;;FR 1460;0;;"WMI"
2025-04-20;11:05;EINDHOVEN;;FR 4022;0;;"WMI"
2025-04-20;11:25;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-20;12:00;BARI;;FR 4237;0;;"WMI"
2025-04-20;12:05;LIZBONA;;FR 2263;0;;"WMI"
2025-04-20;12:40;MEDIOLAN BERGAMO;;FR 1904;0;;"WMI"
2025-04-20;12:45;SZTOKHOLM ARLANDA;;FR 1944;0;;"WMI"
2025-04-20;13:10;TENERYFA;;FR 6121;0;;"WMI"
2025-04-20;14:10;DUBLIN;;FR 1924;0;;"WMI"
2025-04-20;14:40;CHANIA;;FR 7194;0;;"WMI"
2025-04-20;15:30;KORFU;;FR 1697;0;;"WMI"
2025-04-20;16:10;PORTO;;FR 4533;0;;"WMI"
2025-04-20;16:30;ALICANTE;;FR 1001;0;;"WMI"
2025-04-20;16:45;EDYNBURG;;FR 4525;0;;"WMI"
2025-04-20;17:05;PALMA DE MALLORCA;;FR 4387;0;;"WMI"
2025-04-20;17:20;BIRMINGHAM;;FR 8084;0;;"WMI"
2025-04-20;17:30;BARCELONA;;FR 6945;0;;"WMI"
2025-04-20;17:50;RZYM CIAMPINO;;FR 7026;0;;"WMI"
2025-04-20;19:00;NEAPOL;;FR 4553;0;;"WMI"
2025-04-20;19:35;MALAGA;;FR 4060;0;;"WMI"
2025-04-20;19:50;LONDYN STANSTED;;FR 1022;0;;"WMI"
2025-04-20;21:10;ZEMUNIK-ZADAR;;FR 5750;0;;"WMI"
2025-04-21;05:45;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-21;05:45;RODOS;;FR 7492;0;;"WMI"
2025-04-21;06:25;BARCELONA;;FR 6945;0;;"WMI"
2025-04-21;06:45;HELSINKI;;FR 9318;0;;"WMI"
2025-04-21;06:50;BARI;;FR 4237;0;;"WMI"
2025-04-21;07:00;WENECJA TREVISO;;FR 1460;0;;"WMI"
2025-04-21;07:05;LONDYN STANSTED;;FR 2282;0;;"WMI"
2025-04-21;09:20;PALMA DE MALLORCA;;FR 4387;0;;"WMI"
2025-04-21;10:25;LONDYN STANSTED;;FR 1835;0;;"WMI"
2025-04-21;11:05;EINDHOVEN;;FR 4022;0;;"WMI"
2025-04-21;11:30;PARYŻ BEAUVAIS;;FR 1888;0;;"WMI"
2025-04-21;11:50;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-21;12:05;LIZBONA;;FR 2263;0;;"WMI"
2025-04-21;12:40;NEAPOL;;FR 4553;0;;"WMI"
2025-04-21;12:45;SZTOKHOLM ARLANDA;;FR 1944;0;;"WMI"
2025-04-21;13:05;KORFU;;FR 1697;0;;"WMI"
2025-04-21;13:10;TENERYFA;;FR 6121;0;;"WMI"
2025-04-21;16:30;ALICANTE;;FR 1001;0;;"WMI"
2025-04-21;17:20;SALONIKI;;FR 4389;0;;"WMI"
2025-04-21;18:40;BOLONIA;;FR 1942;0;;"WMI"
2025-04-21;22:05;DUBLIN;;FR 1924;0;;"WMI"
2025-04-22;05:45;CATANIA;;FR 5440;0;;"WMI"
2025-04-22;06:05;BURGAS;;FR 3371;0;;"WMI"
2025-04-22;06:25;BARCELONA;;FR 6945;0;;"WMI"
2025-04-22;06:35;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-22;06:50;BARI;;FR 4237;0;;"WMI"
2025-04-22;07:00;WENECJA TREVISO;;FR 1460;0;;"WMI"
2025-04-22;09:20;PALMA DE MALLORCA;;FR 4387;0;;"WMI"
2025-04-22;10:25;LONDYN STANSTED;;FR 1835;0;;"WMI"
2025-04-22;11:05;DUBLIN;;FR 1924;0;;"WMI"
2025-04-22;11:30;PARYŻ BEAUVAIS;;FR 1888;0;;"WMI"
2025-04-22;11:30;CHANIA;;FR 7194;0;;"WMI"
2025-04-22;12:40;NEAPOL;;FR 4553;0;;"WMI"
2025-04-22;12:45;RZYM CIAMPINO;;FR 7026;0;;"WMI"
2025-04-22;13:55;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-22;17:00;MADRYT;;FR 1063;0;;"WMI"
2025-04-22;17:15;MALTA;;FR 9259;0;;"WMI"
2025-04-22;17:20;PORTO;;FR 4533;0;;"WMI"
2025-04-22;17:50;ALICANTE;;FR 1001;0;;"WMI"
2025-04-22;18:15;ZEMUNIK-ZADAR;;FR 5750;0;;"WMI"
2025-04-23;05:45;PARYŻ BEAUVAIS;;FR 1888;0;;"WMI"
2025-04-23;05:45;CATANIA;;FR 5440;0;;"WMI"
2025-04-23;06:05;BURGAS;;FR 3371;0;;"WMI"
2025-04-23;06:35;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-23;06:45;TENERYFA;;FR 6121;0;"WMI"
2025-04-23;06:45;BARCELONA;;FR 6945;0;"WMI"
2025-04-23;07:25;LONDYN STANSTED;;FR 2282;0;"WMI"
2025-04-23;08:25;BARI;;FR 4237;0;"WMI"
2025-04-23;10:05;LONDYN STANSTED;;FR 1835;0;;"WMI"
2025-04-23;11:15;WENECJA TREVISO;;FR 1460;0;;"WMI"
2025-04-23;11:20;DUBLIN;;FR 1924;0;;"WMI"
2025-04-23;11:30;CHANIA;;FR 7194;0;;"WMI"
2025-04-23;12:45;RZYM CIAMPINO;;FR 7026;0;;"WMI"
2025-04-23;13:00;EINDHOVEN;;FR 4022;0;"WMI"
2025-04-23;14:10;NEAPOL;;FR 4553;0;"WMI"
